uri,author_handle,author_name,text,created_at,indexed_at,reply_count,repost_count,like_count,quote_count,bookmark_count,in_reply_to,in_reply_root,quotes
at://did:plc:bmrap76m3sje4l2ydpnlns6b/app.bsky.feed.post/3ldgy6y2ay22k,justicaglobal.bsky.social,Justiça Global,"Confira alguns dos números no carrossel e a pesquisa completa no sites justicaglobal.org.br.

#ViolênciaPolítica

#Eleições2024",2024-12-16T18:42:03Z,2024-12-16T18:42:22Z,0,0,2,0,0,at://did:plc:bmrap76m3sje4l2ydpnlns6b/app.bsky.feed.post/3ldgy6ux44s2k,at://did:plc:bmrap76m3sje4l2ydpnlns6b/app.bsky.feed.post/3ldgy6qalps2k,NA
at://did:plc:dquljpo3plckmqmsu2rglev2/app.bsky.feed.post/3lc3huu2dkc2n,sorinmercio.bsky.social,Mercio Querido,"URUBU FRIDAY!!!

#RESERVAINK + #URUBUVERSO

#fla #mengo #flamengo #crf #maisquerido #vamosflamengo #futebol #futebolbrasileiro #torcidas #torcidadoflamengo #naçãorubronegra #filipeluis #gabigol #dunshee #bap #eleições2024

reserva.ink/urubuverso/c...",2024-11-29T11:25:43Z,2024-11-29T11:25:47Z,0,0,0,0,0,at://did:plc:dquljpo3plckmqmsu2rglev2/app.bsky.feed.post/3lc3hsrklns2n,at://did:plc:dquljpo3plckmqmsu2rglev2/app.bsky.feed.post/3lc3hsrklns2n,NA
at://did:plc:dquljpo3plckmqmsu2rglev2/app.bsky.feed.post/3lc3hqpf5ts2n,sorinmercio.bsky.social,Mercio Querido,"URUBU FRIDAY!!!

#RESERVAINK + #URUBUVERSO

#fla #mengo #flamengo #crf #maisquerido #vamosflamengo #futebol #futebolbrasileiro #torcidas #torcidadoflamengo #naçãorubronegra #filipeluis #gabigol #dunshee #bap #eleições2024

reserva.ink/urubuverso/c...",2024-11-29T11:23:24Z,2024-11-29T11:23:29Z,0,0,0,0,0,at://did:plc:dquljpo3plckmqmsu2rglev2/app.bsky.feed.post/3lc3hoobacc2n,at://did:plc:dquljpo3plckmqmsu2rglev2/app.bsky.feed.post/3lc3hoobacc2n,NA
at://did:plc:moxr5wj3u5rwf25vgcemftvp/app.bsky.feed.post/3lbcbrzrs3s2h,mbf.net.br,Mateus BF,📌 #eleições2024,2024-11-19T11:00:12Z,2024-11-19T11:00:14Z,0,0,0,0,0,at://did:plc:2ltkdzviaz3swp3llbdakfj3/app.bsky.feed.post/3lbarv4bsvc2w,at://did:plc:2ltkdzviaz3swp3llbdakfj3/app.bsky.feed.post/3lbarv4bsvc2w,NA
at://did:plc:moxr5wj3u5rwf25vgcemftvp/app.bsky.feed.post/3lapbbugmap2m,mbf.net.br,Mateus BF,📌 #eleições2024,2024-11-11T21:30:33Z,2024-11-11T21:30:35Z,0,0,1,0,0,at://did:plc:euceh47olrgwb4s2ohex5fxs/app.bsky.feed.post/3lap4dlo46u2z,at://did:plc:euceh47olrgwb4s2ohex5fxs/app.bsky.feed.post/3lap4dlo46u2z,NA
at://did:plc:cgayyue65b4x2sadtpchsfnm/app.bsky.feed.post/3lafrf55pkj24,gabrielittoa.bsky.social,Gabriel Albuquerque🏳️‍🌈🇧🇷,"se emponderar e libertar c um, ""eu como qd e qm quiser"". Depois reclamam da toxicidade, violência, mas são machistas tb viu #Eleições2024",2024-11-08T02:52:08Z,2024-11-08T02:52:07Z,0,0,1,0,0,at://did:plc:cgayyue65b4x2sadtpchsfnm/app.bsky.feed.post/3lafregj37h25,at://did:plc:cgayyue65b4x2sadtpchsfnm/app.bsky.feed.post/3lafregj37h25,NA
at://did:plc:moxr5wj3u5rwf25vgcemftvp/app.bsky.feed.post/3l7xuhvnlej2i,mbf.net.br,Mateus BF,"[ #eleições2024: BALANÇO FINAL E A CONSOLIDAÇÃO DA ONDA]

Se democracia forte não pode prescindir de alternância, e se os partidos buscam hegemonia, como fecha essa conta?

No último texto da série Voto a Voto, o diagnóstico é de estabilidade
Mas o prognóstico é de instabilidade🫨
Como pode?

LEIÃO👇",2024-11-02T14:10:04Z,2024-11-02T14:10:05Z,0,0,0,0,0,at://did:plc:moxr5wj3u5rwf25vgcemftvp/app.bsky.feed.post/3l6uq3okmz725,at://did:plc:moxr5wj3u5rwf25vgcemftvp/app.bsky.feed.post/3l6uq3okmz725,at://did:plc:2y4s27tvlr4evc3wrsefnl2o/app.bsky.feed.post/3l7w6nflb4p2f
at://did:plc:ox4irodwjcp3xyc6wbxxshig/app.bsky.feed.post/3l7tk4zkix42w,votelgbt.org,VoteLGBT,"Marque aqui as lideranças LGBT+ eleitas da sua cidade?

Esse é só o começo! 🚀

Vídeo por: @votelgbt 

#Eleições2024 #VoteLGBT #Representatividade #LiderançasLGBT+ #Política",2024-10-31T20:54:23Z,2024-10-31T20:54:23Z,0,0,0,0,0,at://did:plc:ox4irodwjcp3xyc6wbxxshig/app.bsky.feed.post/3l7tk4gck3l2c,at://did:plc:ox4irodwjcp3xyc6wbxxshig/app.bsky.feed.post/3l7tk324rpm2o,NA
at://did:plc:b6xtxubgh56ze6bur4n57nw4/app.bsky.feed.post/3l7nz2ylfp32y,jumacosta.bsky.social,Juma Costa,m.youtube.com/watch?v=oYfO...,2024-10-29T16:05:49Z,2024-10-29T16:05:43Z,0,0,0,0,0,at://did:plc:izx6qs5a2frrykxzttfh5tgf/app.bsky.feed.post/3l7npxi547l2z,at://did:plc:izx6qs5a2frrykxzttfh5tgf/app.bsky.feed.post/3l7npxi547l2z,NA
at://did:plc:moxr5wj3u5rwf25vgcemftvp/app.bsky.feed.post/3l7meki7ar72q,mbf.net.br,Mateus BF,"[ #eleições2024: E O PT, HEIN?]

Não gostou da análise do Padilha👆?

Gleisi Hoffmann é sua justiceira👇
🗣️""Pagamos o preço de estar num governo de ampla coalizão. (...) Padilha devia focar nas articulações políticas do governo, de sua responsabilidade, que ajudaram a chegar a esses resultados""

Habla!",2024-10-29T00:25:53Z,2024-10-29T00:25:53Z,0,0,4,0,0,at://did:plc:moxr5wj3u5rwf25vgcemftvp/app.bsky.feed.post/3l7m62qhpbw2z,at://did:plc:moxr5wj3u5rwf25vgcemftvp/app.bsky.feed.post/3l7l3iphj572a,NA
at://did:plc:moxr5wj3u5rwf25vgcemftvp/app.bsky.feed.post/3l7m62qhpbw2z,mbf.net.br,Mateus BF,"[ #eleições2024: E O PT, HEIN?]

@padilhando.bsky.social, secretário de Relações Institucionais do governo, faz balanço do desempenho do PT nas eleições municipais
🗣️ Pra ele, apesar de ter melhorado em relação a 2020, o PT segue na ""zona de rebaixamento""

Ouça, com sinfonia de cigarras ao fundo😅👇",2024-10-28T22:29:42Z,2024-10-28T22:29:42Z,2,0,2,0,0,at://did:plc:moxr5wj3u5rwf25vgcemftvp/app.bsky.feed.post/3l7lmtztxvs2b,at://did:plc:moxr5wj3u5rwf25vgcemftvp/app.bsky.feed.post/3l7l3iphj572a,NA
at://did:plc:2sa4diyls6vh4axxxscmzb4a/app.bsky.feed.post/3l7m2bhmb5f27,ofernandolobo.bsky.social,Fernando Lobo 1️⃣3️⃣,"📌 Goiânia - 2º turno
Sandro Mabel (União Brasil): 353.518 votos
Abstenção: 352.393
Nulos: 27.080
Em branco: 14.229
Total de “não voto”: 393.702

#GloboNews
#Eleicoes2024",2024-10-28T21:21:54Z,2024-10-28T21:21:54Z,0,0,0,0,0,at://did:plc:2sa4diyls6vh4axxxscmzb4a/app.bsky.feed.post/3l7m27x5u7v2y,at://did:plc:2sa4diyls6vh4axxxscmzb4a/app.bsky.feed.post/3l7m23jii6k2m,NA
at://did:plc:moxr5wj3u5rwf25vgcemftvp/app.bsky.feed.post/3l7lmtztxvs2b,mbf.net.br,Mateus BF,"[ #eleições2024: E O PT, HEIN?]

UF 🟰 # Prefeituras PT / # Municípios

AC🟰1/22
AL🟰1/102
AP🟰0/16
AM🟰2/62
BA🟰49/417
CE🟰46/184
ES🟰0/78
GO🟰3/246
MA🟰2/217
MT🟰0/142
MS🟰0/79
MG🟰34/853
PA🟰2/144
PB🟰1/223
PR🟰3/399
PE🟰7/184
PI🟰50/224
RJ🟰3/92
RN🟰7/167
RS🟰21/497
RO🟰0/52
RR🟰0/52
SE🟰7/295
SP🟰4/645
SE🟰6/75
TO🟰3/139",2024-10-28T17:21:44Z,2024-10-28T17:21:44Z,1,0,3,0,0,at://did:plc:moxr5wj3u5rwf25vgcemftvp/app.bsky.feed.post/3l7l3iphj572a,at://did:plc:moxr5wj3u5rwf25vgcemftvp/app.bsky.feed.post/3l7l3iphj572a,NA
at://did:plc:moxr5wj3u5rwf25vgcemftvp/app.bsky.feed.post/3l7k6m3bitn2m,mbf.net.br,Mateus BF,"[ #eleições2024: E O PSOL COM ISSO?]

Além de ter crescido 7,2% na votação entre 2020 e 2024, a Composição da Coligação do Boulos em Essepê (PSOL, REDE, PT, PCdoB, PV, PDT) não tá podendo cobrar muito não

No G103 (grupo das 103 cidades ≥200 mil eleitores) temos
PSOL=0
REDE=0
PT=6
PCdoB=0
PV=0
PDT=2",2024-10-28T03:34:05Z,2024-10-28T03:34:05Z,0,0,1,0,0,at://did:plc:moxr5wj3u5rwf25vgcemftvp/app.bsky.feed.post/3l7k5wkpy2u2o,at://did:plc:moxr5wj3u5rwf25vgcemftvp/app.bsky.feed.post/3l7jpiz4wdn24,at://did:plc:2y4s27tvlr4evc3wrsefnl2o/app.bsky.feed.post/3l7jw5kxjpl24
at://did:plc:moxr5wj3u5rwf25vgcemftvp/app.bsky.feed.post/3l7k5wkpy2u2o,mbf.net.br,Mateus BF,"[ #eleições2024: E PAULISTANOS COM ISSO?]

🎉 1 fator importante de Boulos em Essepê:
Boulos conquistou 2.323.901 votos pro PSOL em 2024 = são 155 mil votos a mais q os 2.168.109 votos no 2º turno de 2020

Pq é importante?

pq NINGUÉM foi melhor e pq o PSOL não vai governar NENHUMA cidade em 2025
👇",2024-10-28T03:22:03Z,2024-10-28T03:22:03Z,1,0,1,0,0,at://did:plc:moxr5wj3u5rwf25vgcemftvp/app.bsky.feed.post/3l7k4pmaeii2z,at://did:plc:moxr5wj3u5rwf25vgcemftvp/app.bsky.feed.post/3l7jpiz4wdn24,at://did:plc:2y4s27tvlr4evc3wrsefnl2o/app.bsky.feed.post/3l7jxp56wen2s
at://did:plc:moxr5wj3u5rwf25vgcemftvp/app.bsky.feed.post/3l7k4pmaeii2z,mbf.net.br,Mateus BF,"[ #eleições2024: VOTO É OBRIGATÓRIO?]

prof. Cervi analisa os votos anulados (quem compareceu mas não votou em ninguém) em relação às abstenções (quem nem foi votar)👇

Há certo contrapeso entre os 2 e, na média, é ≈20%

O q mostra q o caso de Essepê é sim preocupante: ≈10% a mais q a média nacional",2024-10-28T03:00:16Z,2024-10-28T03:00:16Z,1,0,0,0,0,at://did:plc:moxr5wj3u5rwf25vgcemftvp/app.bsky.feed.post/3l7jpiz4wdn24,at://did:plc:moxr5wj3u5rwf25vgcemftvp/app.bsky.feed.post/3l7jpiz4wdn24,at://did:plc:2ppkrzvnwl4nvmwe62mfri53/app.bsky.feed.post/3l7jc62tzng2i
at://did:plc:moxr5wj3u5rwf25vgcemftvp/app.bsky.feed.post/3l7k3fvndo72d,mbf.net.br,Mateus BF,📌 #eleições2024,2024-10-28T02:36:57Z,2024-10-28T02:36:57Z,0,0,0,0,0,at://did:plc:r4dmckkzx37f7omc4kbuhd7j/app.bsky.feed.post/3l6i2de3cz427,at://did:plc:r4dmckkzx37f7omc4kbuhd7j/app.bsky.feed.post/3l6i2de3cz427,NA
at://did:plc:moxr5wj3u5rwf25vgcemftvp/app.bsky.feed.post/3l7k2pwgv5n2m,mbf.net.br,Mateus BF,📌 #eleições2024,2024-10-28T02:24:39Z,2024-10-28T02:24:39Z,0,0,0,0,0,at://did:plc:2y4s27tvlr4evc3wrsefnl2o/app.bsky.feed.post/3l7jrnhakfh23,at://did:plc:2y4s27tvlr4evc3wrsefnl2o/app.bsky.feed.post/3l7jrnhakfh23,NA
at://did:plc:2sa4diyls6vh4axxxscmzb4a/app.bsky.feed.post/3l7jyfdix7y2x,ofernandolobo.bsky.social,Fernando Lobo 1️⃣3️⃣,"Isso já será o início para voltarmos a dialogar com o povão. Inacreditável, que nessas duas cidades, não conseguimos passar p/a população os verdadeiros culpados da enchente e do apagão. Surreal!!! Quem não se comunica, se trumbica, já dizia o saudoso Velho Guerreiro!
#Eleicoes2024
#PortoAlegre
#SP",2024-10-28T01:42:57Z,2024-10-28T01:42:57Z,0,0,0,0,0,at://did:plc:2sa4diyls6vh4axxxscmzb4a/app.bsky.feed.post/3l7jyc7flr726,at://did:plc:2sa4diyls6vh4axxxscmzb4a/app.bsky.feed.post/3l7jy5ufh7q2y,NA
at://did:plc:moxr5wj3u5rwf25vgcemftvp/app.bsky.feed.post/3l7jwowq6pl25,mbf.net.br,Mateus BF,"[ #eleições2024: E O 🇺🇾URUGUAI, HEIN?]

Uruguai deve ter 2º turno entre
🔴Yamandú Orsi, da Frente Ampla (coalizão de centro+esquerda)
🔵Álvaro Delgado, do Partido Nacional (governista, de centro-direita)

🧉Resultados Oficiales👇
(2 milhões de votos e, até agora, ≈6% das urnas apuradas...haja paciência)",2024-10-28T01:12:31Z,2024-10-28T01:12:31Z,0,0,2,0,0,at://did:plc:moxr5wj3u5rwf25vgcemftvp/app.bsky.feed.post/3l7g5k34unt25,at://did:plc:moxr5wj3u5rwf25vgcemftvp/app.bsky.feed.post/3l7g5k34unt25,NA
at://did:plc:moxr5wj3u5rwf25vgcemftvp/app.bsky.feed.post/3l7jvl6ait42z,mbf.net.br,Mateus BF,"[ #eleições2024: CUIABRASA+CUIABALA]

🗳️1° TURNO
🔵Abílio/PL: 39,6% (126.944 votos)
🔴Lúdio/PT: 28,3% (90.719 votos)

🗳️RESULTADO FINAL
✔️Abílio/PL: 53,8% (171.324 votos)
❌Lúdio/PT: 46,2% (147.127 votos) 

Cuiabá elegeu prefeito supremacista branco e livrou o Congresso de um ogronegacionista

PT cresceu",2024-10-28T00:52:31Z,2024-10-28T00:52:31Z,0,1,4,0,0,at://did:plc:moxr5wj3u5rwf25vgcemftvp/app.bsky.feed.post/3l5uwksqcpj2l,at://did:plc:moxr5wj3u5rwf25vgcemftvp/app.bsky.feed.post/3l34zmwwsy52c,NA
at://did:plc:7wigizugesipsldxnzua4t4e/app.bsky.feed.post/3l7josjabrc2w,gledesmarques.bsky.social,Gledes Marques,"Resultado q só surpreende a #esquerda radical, q na vdd elegeu o Nunes no 1º turno quando votou no #boulos ao invés de na Tabata, acreditando q ganhariam, mesmo ele sendo o 2º + rejeitado.
Nulos, brancos e abstinência (no qual me incluo) o percentual foi maior q o dele. 
#sp #eleições2024 #euavisei",2024-10-27T22:51:22Z,2024-10-27T22:51:22Z,0,0,0,0,0,at://did:plc:cvo4cqyy7qdx2yg4gxyswp7d/app.bsky.feed.post/3l7jl2dnoy32m,at://did:plc:cvo4cqyy7qdx2yg4gxyswp7d/app.bsky.feed.post/3l7jl2dnoy32m,NA
at://did:plc:7wigizugesipsldxnzua4t4e/app.bsky.feed.post/3l7jorp7wwi2y,gledesmarques.bsky.social,Gledes Marques,"Resultado q só surpreende a #esquerda radical, q na vdd elegeu o Nunes no 1º turno quando votou no #boulos ao invés de na Tabata, acreditando q ganhariam, mesmo ele sendo o 2º + rejeitado.
Nulos, brancos e abstinência (no qual me incluo) o percentual foi maior q o dele. 
#sp #eleições2024 #euavisei",2024-10-27T22:50:55Z,2024-10-27T22:50:55Z,0,0,0,0,0,at://did:plc:aduoxavv4nlceto54tgu3fjr/app.bsky.feed.post/3l7jldubhos27,at://did:plc:aduoxavv4nlceto54tgu3fjr/app.bsky.feed.post/3l7jldubhos27,NA
at://did:plc:7wigizugesipsldxnzua4t4e/app.bsky.feed.post/3l7joot2lol2g,gledesmarques.bsky.social,Gledes Marques,"Resultado q só surpreende a #esquerda radical, q na vdd elegeu o Nunes no 1º turno quando votou no #boulos ao invés de na Tabata, acreditando q ganhariam, mesmo ele sendo o 2º + rejeitado.
Nulos, brancos e abstinência (no qual me incluo) o percentual foi maior q o dele. 
#sp #eleições2024 #euavisei",2024-10-27T22:49:18Z,2024-10-27T22:49:18Z,0,0,0,0,0,at://did:plc:aduoxavv4nlceto54tgu3fjr/app.bsky.feed.post/3l7jn2ljoj52t,at://did:plc:aduoxavv4nlceto54tgu3fjr/app.bsky.feed.post/3l7jn2ljoj52t,NA
at://did:plc:7wigizugesipsldxnzua4t4e/app.bsky.feed.post/3l7jonao4gm2b,gledesmarques.bsky.social,Gledes Marques,"Resultado q só surpreende a #esquerda radical, q na vdd elegeu o Nunes no 1º turno quando votou no #boulos ao invés de na Tabata, acreditando q ganhariam, mesmo ele sendo o 2º + rejeitado.
Nulos, brancos e abstinência (no qual me incluo) o percentual foi maior q o dele. 
#sp #eleições2024 #euavisei",2024-10-27T22:48:25Z,2024-10-27T22:48:25Z,0,0,0,0,0,at://did:plc:cvo4cqyy7qdx2yg4gxyswp7d/app.bsky.feed.post/3l7jnbulwb52l,at://did:plc:cvo4cqyy7qdx2yg4gxyswp7d/app.bsky.feed.post/3l7jnbulwb52l,NA
at://did:plc:7wigizugesipsldxnzua4t4e/app.bsky.feed.post/3l7jolfpeqv2t,gledesmarques.bsky.social,Gledes Marques,"Resultado q só surpreende a #esquerda radical, q na vdd elegeu o Nunes no 1º turno quando votou no #boulos ao invés de na Tabata, acreditando q ganhariam, mesmo ele sendo o 2º + rejeitado.
Nulos, brancos e abstinência (no qual me incluo) o percentual foi maior q o dele. 
#sp #eleições2024 #euavisei",2024-10-27T22:47:23Z,2024-10-27T22:47:23Z,1,0,2,0,0,at://did:plc:aduoxavv4nlceto54tgu3fjr/app.bsky.feed.post/3l7johbfphk2q,at://did:plc:aduoxavv4nlceto54tgu3fjr/app.bsky.feed.post/3l7johbfphk2q,NA
at://did:plc:lwsqkrhf26nroh42jpkt2kx2/app.bsky.feed.post/3l7jnkq7bxl2i,tvcamaradeputados.bsky.social,tvcamaradeputados,"#AoVivo | A presidente do TSE, Ministra Cármen Lúcia, faz agora, um balanço deste segundo turno das #Eleições2024. 
Assista aqui: ▶️ youtu.be/yS8CgH2wO6k
 
#EleiçõesMunicipais #RedeLegislativa #TVSenado #TVCâmara #RádioSenado",2024-10-27T22:29:07Z,2024-10-27T22:29:07Z,0,0,0,0,0,at://did:plc:lwsqkrhf26nroh42jpkt2kx2/app.bsky.feed.post/3l7jfjerdjs2m,at://did:plc:lwsqkrhf26nroh42jpkt2kx2/app.bsky.feed.post/3l7jfjerdjs2m,NA
at://did:plc:vsjyrw6esslcvq2acnhc2pey/app.bsky.feed.post/3l7jnidku4u2r,uaiteve.bsky.social,Douglas Pereira,"🇧🇷 BELO HORIZONTE (2º TURNO): 100,00% das urnas apuradas.

🔵 Fuad Noman (PSD): 53,73% - REELEITO 🚨
🟢 Bruno Engler (PL): 46,27%

#Eleições2024",2024-10-27T22:27:49Z,2024-10-27T22:27:47Z,0,0,0,0,0,at://did:plc:vsjyrw6esslcvq2acnhc2pey/app.bsky.feed.post/3l7jlolnqtm2e,at://did:plc:vsjyrw6esslcvq2acnhc2pey/app.bsky.feed.post/3l7jfoiibaz2z,NA
at://did:plc:lqj4kavwhuhsgorywhgcalq3/app.bsky.feed.post/3l7jlfsuhj62u,showsaovivo.bsky.social,Shows Ao Vivo,Eleições Municipais 2024: Ricardo Nunes (MDB) foi reeleito em São Paulo. #Eleições2024,2024-10-27T21:50:34Z,2024-10-27T21:50:34Z,0,0,1,1,0,at://did:plc:lqj4kavwhuhsgorywhgcalq3/app.bsky.feed.post/3l5uznlwde223,at://did:plc:lqj4kavwhuhsgorywhgcalq3/app.bsky.feed.post/3l5uznlwde223,NA
at://did:plc:sn7b23h46p4l3hkhm6mwpwzm/app.bsky.feed.post/3l7jl7k7cuz2c,carlosgeovane.bsky.social,‏️#ϾG 🦋 ‏️»,"Que boa ideia se abster de votar, e jogar a decisão nas mãos dos outros. 
#Eleições2024",2024-10-27T21:48:30Z,2024-10-27T21:47:05Z,0,1,3,0,0,at://did:plc:sn7b23h46p4l3hkhm6mwpwzm/app.bsky.feed.post/3l7jl5whs3e23,at://did:plc:sn7b23h46p4l3hkhm6mwpwzm/app.bsky.feed.post/3l7jl5whs3e23,NA
at://did:plc:36yhifnqbmpwtugvc2x4wsub/app.bsky.feed.post/3l7jkrhv5h22n,midiaam.bsky.social,Mídia_AM,"#Manaus: o desempenho dos candidatos no 2º turno:

David Almeida (Avante) venceu em 11 zonas eleitorais e tomou a Zona 1 (Adrianópolis, Centro, Vieiralves) de Alberto Neto;

Alberto Neto (PL) venceu em 2 zonas (Aleixo, Parque Dez e Cidade Nova).

Fontes: TSE, TRE-AM
Mapa: G1 Amazonas. 
#Eleições2024",2024-10-27T21:39:12Z,2024-10-27T21:39:12Z,0,0,0,0,0,at://did:plc:36yhifnqbmpwtugvc2x4wsub/app.bsky.feed.post/3l5uwjbf3it2l,at://did:plc:36yhifnqbmpwtugvc2x4wsub/app.bsky.feed.post/3l5uwjbf3it2l,NA
at://did:plc:ra457ddxqt2tmvavpkkoiadz/app.bsky.feed.post/3l7jjy6xtuv2r,feliprevedello.bsky.social,Felipe Prevedello,"No interior e rincões do Brasil, onde não há nem 1G de Rede Móvel, é a TV que manda na opinião pública e nem o Lula possui boa vontade dessa imprensa pusilânime.

Imagina os demais políticos de esquerda.

#Eleições2024",2024-10-27T21:25:03Z,2024-10-27T21:25:03Z,0,0,0,0,0,at://did:plc:ra457ddxqt2tmvavpkkoiadz/app.bsky.feed.post/3l7jjxdkoth2e,at://did:plc:ra457ddxqt2tmvavpkkoiadz/app.bsky.feed.post/3l7jjtl2q6d2j,NA
at://did:plc:ra457ddxqt2tmvavpkkoiadz/app.bsky.feed.post/3l7jjq47h6w2g,feliprevedello.bsky.social,Felipe Prevedello,"Era só o que faltava, hein...

#Eleições2024",2024-10-27T21:20:32Z,2024-10-27T21:20:32Z,0,0,0,0,0,at://did:plc:64tcgmwmwn6ko2fafcmvuocc/app.bsky.feed.post/3l7jjji6aez2j,at://did:plc:64tcgmwmwn6ko2fafcmvuocc/app.bsky.feed.post/3l7jjji6aez2j,NA
at://did:plc:ra457ddxqt2tmvavpkkoiadz/app.bsky.feed.post/3l7jjndzkaa2c,feliprevedello.bsky.social,Felipe Prevedello,"Se a escola, a vida acadêmica, os pais e familiares não contribuíram para uma boa compreensão sociológica e antropológica que se busque em livros, museus, cinemas, teatros, músicas, nas artes em geral.

#Eleições2024
#BoulosPrefeito50
#ElóiPietá77Prefeito",2024-10-27T21:19:00Z,2024-10-27T21:19:00Z,1,0,2,0,0,at://did:plc:ra457ddxqt2tmvavpkkoiadz/app.bsky.feed.post/3l7jjjuk47g2g,at://did:plc:ra457ddxqt2tmvavpkkoiadz/app.bsky.feed.post/3l7jjjuk47g2g,NA
at://did:plc:ummmqekx2ond2dsqfkvpmcda/app.bsky.feed.post/3l7j2bjwlci22,hypolito.bsky.social,HYPOLITO MARTINEZ JR,#Eleições2024 Essa é a #democracia?,2024-10-27T16:43:56Z,2024-10-27T16:43:56Z,0,0,0,0,0,at://did:plc:a5o5pa6imrd52s627zq63zgz/app.bsky.feed.post/3l7ggtokeeo2r,at://did:plc:a5o5pa6imrd52s627zq63zgz/app.bsky.feed.post/3l7ggtokeeo2r,NA
at://did:plc:b6xtxubgh56ze6bur4n57nw4/app.bsky.feed.post/3l7ixqxuckx2o,jumacosta.bsky.social,Juma Costa,"m.youtube.com/watch?v=NiWX...

#BoulosPrefeito50
#Eleicoes2024
#Sampa
#Boulos50
#SaoPaulo",2024-10-27T15:59:00Z,2024-10-27T15:58:55Z,0,0,1,0,0,at://did:plc:2tzhtosg4r3vtknxectnhode/app.bsky.feed.post/3l7iwglmace2x,at://did:plc:2tzhtosg4r3vtknxectnhode/app.bsky.feed.post/3l7iwglmace2x,NA
at://did:plc:yt5ca4kwokkeesqoewkl6s47/app.bsky.feed.post/3l7ivvbwnmy2q,alanvictor.bsky.social,Alan Victor 🇧🇷,"Porém ele fez exatamente o contrário, esse e outros erros farão com que Boulos não tenha êxito hoje.
Boulos terá que se agarrar ao terço e rezar muito para que a virada histórica aconteça.
Eu ainda acredito nessa virada, porém vejo que é inviável no momento

➡️ #Eleicoes2024",2024-10-27T15:22:21Z,2024-10-27T15:22:21Z,0,0,1,0,0,at://did:plc:yt5ca4kwokkeesqoewkl6s47/app.bsky.feed.post/3l7ivuaiysz2a,at://did:plc:yt5ca4kwokkeesqoewkl6s47/app.bsky.feed.post/3l7ivuaiysz2a,NA
at://did:plc:b6xtxubgh56ze6bur4n57nw4/app.bsky.feed.post/3l7ilcyjwio2o,jumacosta.bsky.social,Juma Costa,"#eleicoes2024
#Sampa
#SP
#Boulos50
#BoulosPrefeito50",2024-10-27T12:16:26Z,2024-10-27T12:16:20Z,0,0,1,0,0,at://did:plc:6iwfq5klg5sc2hywfaimfk3r/app.bsky.feed.post/3l7c3suunvv2t,at://did:plc:6iwfq5klg5sc2hywfaimfk3r/app.bsky.feed.post/3l7c3suunvv2t,NA
at://did:plc:sn7b23h46p4l3hkhm6mwpwzm/app.bsky.feed.post/3l7hb6q3uej2x,carlosgeovane.bsky.social,‏️#ϾG 🦋 ‏️»,"BH - Datafolha 
#JN #Eleições2024",2024-10-26T23:43:45Z,2024-10-26T23:42:21Z,0,0,0,0,0,at://did:plc:sn7b23h46p4l3hkhm6mwpwzm/app.bsky.feed.post/3l7hb4rr4sj23,at://did:plc:sn7b23h46p4l3hkhm6mwpwzm/app.bsky.feed.post/3l7hb4rr4sj23,NA
at://did:plc:sn7b23h46p4l3hkhm6mwpwzm/app.bsky.feed.post/3l7hb2elmcs2y,carlosgeovane.bsky.social,‏️#ϾG 🦋 ‏️»,"SP - Quaest 
#JN #Eleições2024",2024-10-26T23:41:18Z,2024-10-26T23:39:54Z,0,0,0,0,0,at://did:plc:sn7b23h46p4l3hkhm6mwpwzm/app.bsky.feed.post/3l7haxpnxt32y,at://did:plc:sn7b23h46p4l3hkhm6mwpwzm/app.bsky.feed.post/3l7haxpnxt32y,NA
at://did:plc:sn7b23h46p4l3hkhm6mwpwzm/app.bsky.feed.post/3l7h5fkfbss2e,carlosgeovane.bsky.social,‏️#ϾG 🦋 ‏️»,🤔 #RBSnotícias #Eleições2024,2024-10-26T22:35:59Z,2024-10-26T22:34:35Z,0,0,0,0,0,at://did:plc:sn7b23h46p4l3hkhm6mwpwzm/app.bsky.feed.post/3l7h5ctmn3u2x,at://did:plc:sn7b23h46p4l3hkhm6mwpwzm/app.bsky.feed.post/3l7h5ctmn3u2x,NA
at://did:plc:25h2ilcafhsg3idvqqywksww/app.bsky.feed.post/3l7gk7cbfg52a,frenteampla.bsky.social,Frente Ampla Brasil,"Resta saber quem elege o povo fortalezense: Evandro, petista apoiado por Lula, ou André, liberal apoiado por Jair Bolsonaro.

⭐ 
📰 @cartacapitalfc.bsky.social 
#️⃣ #Fortaleza #Eleições2024",2024-10-26T16:51:04Z,2024-10-26T16:51:03Z,0,1,2,0,0,at://did:plc:25h2ilcafhsg3idvqqywksww/app.bsky.feed.post/3l7gk66kf3r25,at://did:plc:25h2ilcafhsg3idvqqywksww/app.bsky.feed.post/3l7gk2mpzux2d,NA
