gm,municipality,party,votes,count
GM1680,Aa en Hunze,PVV,19.402149574563367,3466
GM1680,Aa en Hunze,PvdA/GL,17.95230631437528,3207
GM1680,Aa en Hunze,VVD,16.222570532915363,2898
GM1680,Aa en Hunze,NSC,15.875503806538289,2836
GM1680,Aa en Hunze,BBB,9.57792207792208,1711
GM1680,Aa en Hunze,D66,5.625839677563816,1005
GM1680,Aa en Hunze,SP,3.4930586654724585,624
GM1680,Aa en Hunze,PvdD,2.507836990595611,448
GM1680,Aa en Hunze,CDA,2.4854455888938647,444
GM1680,Aa en Hunze,FvD,1.7577250335871024,314
GM1680,Aa en Hunze,ChristenUnie,1.371473354231975,245
GM1680,Aa en Hunze,Volt,1.371473354231975,245
GM1680,Aa en Hunze,JA21,0.6269592476489028,112
GM1680,Aa en Hunze,BVNL,0.4758172861621138,85
GM1680,Aa en Hunze,50PLUS,0.33587102552619796,60
GM1680,Aa en Hunze,SGP,0.2407075682937752,43
GM1680,Aa en Hunze,DENK,0.23510971786833856,42
GM1680,Aa en Hunze,BIJ1,0.11755485893416928,21
GM1680,Aa en Hunze,Piratenpartij - De Groenen,0.08956560680698611,16
GM1680,Aa en Hunze,Samen voor Nederland,0.08396775638154949,15
GM1680,Aa en Hunze,Splinter,0.07836990595611285,14
GM1680,Aa en Hunze,LEF - Voor de Nieuwe Generatie,0.05038065382892969,9
GM1680,Aa en Hunze,LP (Libertaire Partij),0.02239140170174652,4
GM0358,Aalsmeer,VVD,25.070379280339868,4898
GM0358,Aalsmeer,PVV,25.060142294108616,4896
GM0358,Aalsmeer,NSC,12.340686901776117,2411
GM0358,Aalsmeer,PvdA/GL,9.551108153759532,1866
GM0358,Aalsmeer,D66,6.689870502124175,1307
GM0358,Aalsmeer,CDA,3.6955520294825206,722
GM0358,Aalsmeer,BBB,3.383323949429288,661
GM0358,Aalsmeer,ChristenUnie,2.2367814915288937,437
GM0358,Aalsmeer,FvD,2.067871218713211,404
GM0358,Aalsmeer,SP,1.9910938219788092,389
GM0358,Aalsmeer,PvdD,1.6481547832318164,322
GM0358,Aalsmeer,DENK,1.3973486205661052,273
GM0358,Aalsmeer,Volt,1.3308082100629577,260
GM0358,Aalsmeer,JA21,0.9520397195065772,186
GM0358,Aalsmeer,SGP,0.6449301325689717,126
GM0358,Aalsmeer,50PLUS,0.5886267082970773,115
GM0358,Aalsmeer,BVNL,0.5783897220658238,113
GM0358,Aalsmeer,BIJ1,0.2610431488969647,51
GM0358,Aalsmeer,Splinter,0.19450273839381685,38
GM0358,Aalsmeer,PartijvdSport,0.07165890361877462,14
GM0358,Aalsmeer,Piratenpartij - De Groenen,0.07165890361877462,14
GM0358,Aalsmeer,Nederland met een PLAN,0.06142191738752112,12
GM0358,Aalsmeer,LEF - Voor de Nieuwe Generatie,0.05118493115626759,10
GM0358,Aalsmeer,LP (Libertaire Partij),0.03071095869376056,6
GM0358,Aalsmeer,Samen voor Nederland,0.03071095869376056,6
GM0197,Aalten,PVV,19.796010368533754,3513
GM0197,Aalten,NSC,18.51684886735039,3286
GM0197,Aalten,BBB,15.575340921897892,2764
GM0197,Aalten,VVD,11.574439310267104,2054
GM0197,Aalten,PvdA/GL,10.430519553702243,1851
GM0197,Aalten,CDA,7.150907246703482,1269
GM0197,Aalten,D66,4.040347120477854,717
GM0197,Aalten,ChristenUnie,3.076749690071002,546
GM0197,Aalten,SP,2.744280401217176,487
GM0197,Aalten,FvD,1.645441226191818,292
GM0197,Aalten,PvdD,1.200270483489237,213
GM0197,Aalten,Volt,0.7663698861715317,136
GM0197,Aalten,JA21,0.6874788684774034,122
GM0197,Aalten,SGP,0.6423982869379015,114
GM0197,Aalten,DENK,0.6198579961681505,110
GM0197,Aalten,BVNL,0.5691423419362109,101
GM0197,Aalten,50PLUS,0.3493745069311394,62
GM0197,Aalten,Samen voor Nederland,0.23667305308238476,42
GM0197,Aalten,BIJ1,0.10143130846387918,18
GM0197,Aalten,Splinter,0.10143130846387918,18
GM0197,Aalten,Piratenpartij - De Groenen,0.06762087230925279,12
GM0197,Aalten,LEF - Voor de Nieuwe Generatie,0.06198579961681506,11
GM0197,Aalten,Nederland met een PLAN,0.03944550884706413,7
GM0197,Aalten,LP (Libertaire Partij),0.00563507269243773,1
GM0059,Achtkarspelen,PVV,34.47947583580669,6157
GM0059,Achtkarspelen,NSC,16.822534580276642,3004
GM0059,Achtkarspelen,CDA,8.775270202161616,1567
GM0059,Achtkarspelen,PvdA/GL,7.694461555692446,1374
GM0059,Achtkarspelen,BBB,7.487259898079185,1337
GM0059,Achtkarspelen,VVD,6.860054880439044,1225
GM0059,Achtkarspelen,ChristenUnie,5.157641261130089,921
GM0059,Achtkarspelen,FvD,3.2144257154057234,574
GM0059,Achtkarspelen,SP,2.2008176065408525,393
GM0059,Achtkarspelen,SGP,2.0720165761326093,370
GM0059,Achtkarspelen,D66,1.9096152769222152,341
GM0059,Achtkarspelen,PvdD,0.9856078848630788,176
GM0059,Achtkarspelen,BVNL,0.6776054208433667,121
GM0059,Achtkarspelen,JA21,0.5656045248361986,101
GM0059,Achtkarspelen,Volt,0.3808030464243714,68
GM0059,Achtkarspelen,50PLUS,0.2800022400179202,50
GM0059,Achtkarspelen,Samen voor Nederland,0.08960071680573445,16
GM0059,Achtkarspelen,DENK,0.07840062720501764,14
GM0059,Achtkarspelen,BIJ1,0.05600044800358403,10
GM0059,Achtkarspelen,LP (Libertaire Partij),0.05040040320322563,9
GM0059,Achtkarspelen,LEF - Voor de Nieuwe Generatie,0.03920031360250882,7
GM0059,Achtkarspelen,Piratenpartij - De Groenen,0.03920031360250882,7
GM0059,Achtkarspelen,Splinter,0.03920031360250882,7
GM0059,Achtkarspelen,Nederland met een PLAN,0.02240017920143361,4
GM0059,Achtkarspelen,Politieke Partij voor Basisinkomen,0.02240017920143361,4
GM0482,Alblasserdam,PVV,24.987633965375103,3031
GM0482,Alblasserdam,SGP,16.52926628194559,2005
GM0482,Alblasserdam,NSC,11.788953009068424,1430
GM0482,Alblasserdam,VVD,11.47568013190437,1392
GM0482,Alblasserdam,PvdA/GL,8.854080791426217,1074
GM0482,Alblasserdam,ChristenUnie,5.746084089035449,697
GM0482,Alblasserdam,CDA,4.154987633965375,504
GM0482,Alblasserdam,D66,3.2316570486397365,392
GM0482,Alblasserdam,FvD,2.431986809563067,295
GM0482,Alblasserdam,BBB,2.3742786479802143,288
GM0482,Alblasserdam,SP,2.184666117065128,265
GM0482,Alblasserdam,DENK,2.1104699093157464,256
GM0482,Alblasserdam,PvdD,1.2613355317394888,153
GM0482,Alblasserdam,JA21,0.6760098928277,82
GM0482,Alblasserdam,Volt,0.5770816158285244,70
GM0482,Alblasserdam,BVNL,0.5441055234954657,66
GM0482,Alblasserdam,50PLUS,0.5358615004122012,65
GM0482,Alblasserdam,BIJ1,0.1731244847485573,21
GM0482,Alblasserdam,Splinter,0.12366034624896947,15
GM0482,Alblasserdam,Nederland met een PLAN,0.06595218466611708,8
GM0482,Alblasserdam,Samen voor Nederland,0.0494641384995878,6
GM0482,Alblasserdam,LEF - Voor de Nieuwe Generatie,0.04122011541632316,5
GM0482,Alblasserdam,PartijvdSport,0.04122011541632316,5
GM0482,Alblasserdam,Piratenpartij - De Groenen,0.04122011541632316,5
GM0613,Albrandswaard,PVV,29.692662552209963,4763
GM0613,Albrandswaard,VVD,20.7904744093261,3335
GM0613,Albrandswaard,NSC,11.894520291752384,1908
GM0613,Albrandswaard,PvdA/GL,9.930802319057417,1593
GM0613,Albrandswaard,D66,5.367495792032916,861
GM0613,Albrandswaard,CDA,4.058350476902936,651
GM0613,Albrandswaard,SP,2.4873760987469606,399
GM0613,Albrandswaard,FvD,2.400099744404962,385
GM0613,Albrandswaard,BBB,2.356461567233963,378
GM0613,Albrandswaard,DENK,2.1694408079296803,348
GM0613,Albrandswaard,PvdD,2.019824200486254,324
GM0613,Albrandswaard,ChristenUnie,1.4151237454024064,227
GM0613,Albrandswaard,Volt,1.2281029860981234,197
GM0613,Albrandswaard,JA21,1.190698834237267,191
GM0613,Albrandswaard,SGP,1.0971884545851256,176
GM0613,Albrandswaard,50PLUS,0.5735303285331338,92
GM0613,Albrandswaard,BVNL,0.5672963032229911,91
GM0613,Albrandswaard,BIJ1,0.3989776198491366,64
GM0613,Albrandswaard,Splinter,0.1184464808927124,19
GM0613,Albrandswaard,Nederland met een PLAN,0.05610622779128483,9
GM0613,Albrandswaard,PartijvdSport,0.05610622779128483,9
GM0613,Albrandswaard,Samen voor Nederland,0.05610622779128483,9
GM0613,Albrandswaard,LP (Libertaire Partij),0.04363817717099931,7
GM0613,Albrandswaard,Piratenpartij - De Groenen,0.02493610124057103,4
GM0613,Albrandswaard,LEF - Voor de Nieuwe Generatie,0.00623402531014275,1
GM0361,Alkmaar,PVV,20.790728357671895,13867
GM0361,Alkmaar,PvdA/GL,19.816186392395572,13217
GM0361,Alkmaar,VVD,15.625655941707398,10422
GM0361,Alkmaar,NSC,11.267204413925455,7515
GM0361,Alkmaar,D66,7.73036672763801,5156
GM0361,Alkmaar,SP,4.052595280218298,2703
GM0361,Alkmaar,BBB,3.787220006596899,2526
GM0361,Alkmaar,PvdD,3.115535698221836,2078
GM0361,Alkmaar,FvD,3.046568112986896,2032
GM0361,Alkmaar,CDA,2.400371825242136,1601
GM0361,Alkmaar,DENK,2.0720261477105764,1382
GM0361,Alkmaar,Volt,1.8996071846232272,1267
GM0361,Alkmaar,ChristenUnie,0.8920807220606316,595
GM0361,Alkmaar,JA21,0.8021230021889711,535
GM0361,Alkmaar,50PLUS,0.7481483702659749,499
GM0361,Alkmaar,BVNL,0.6836786710246184,456
GM0361,Alkmaar,BIJ1,0.37182524213619594,248
GM0361,Alkmaar,SGP,0.18591262106809797,124
GM0361,Alkmaar,Splinter,0.17391825841854328,116
GM0361,Alkmaar,Piratenpartij - De Groenen,0.1514288284506282,101
GM0361,Alkmaar,LP (Libertaire Partij),0.0854598338780773,57
GM0361,Alkmaar,PartijvdSport,0.0854598338780773,57
GM0361,Alkmaar,LEF - Voor de Nieuwe Generatie,0.08096194788449429,54
GM0361,Alkmaar,Nederland met een PLAN,0.07046688056613391,47
GM0361,Alkmaar,Samen voor Nederland,0.06446969924135657,43
GM0141,Almelo,PVV,30.05682653211189,12271
GM0141,Almelo,NSC,22.79429775143291,9306
GM0141,Almelo,VVD,10.98074756282761,4483
GM0141,Almelo,PvdA/GL,9.94464311958066,4060
GM0141,Almelo,BBB,4.71758193308186,1926
GM0141,Almelo,DENK,3.588399549306814,1465
GM0141,Almelo,D66,3.5737030323813257,1459
GM0141,Almelo,SP,2.958898740998383,1208
GM0141,Almelo,FvD,2.8021358937931713,1144
GM0141,Almelo,CDA,2.326948513202371,950
GM0141,Almelo,ChristenUnie,1.702346543869103,695
GM0141,Almelo,PvdD,1.2075638073776516,493
GM0141,Almelo,Volt,0.8964875324548082,366
GM0141,Almelo,SGP,0.5584676431685691,228
GM0141,Almelo,JA21,0.5070298339293587,207
GM0141,Almelo,BVNL,0.4678391221280557,191
GM0141,Almelo,50PLUS,0.3796600205751237,155
GM0141,Almelo,BIJ1,0.18860530054377111,77
GM0141,Almelo,Splinter,0.09797677950325771,40
GM0141,Almelo,Piratenpartij - De Groenen,0.0734825846274433,30
GM0141,Almelo,Samen voor Nederland,0.05143780923921031,21
GM0141,Almelo,LEF - Voor de Nieuwe Generatie,0.03919071180130309,16
GM0141,Almelo,Nederland met een PLAN,0.03184245333855876,13
GM0141,Almelo,PartijvdSport,0.02939303385097732,12
GM0141,Almelo,LP (Libertaire Partij),0.02449419487581443,10
GM0034,Almere,PVV,26.530066389645125,27773
GM0034,Almere,VVD,15.836079667574152,16578
GM0034,Almere,PvdA/GL,15.000238811673114,15703
GM0034,Almere,NSC,11.54129053828151,12082
GM0034,Almere,D66,5.432487940010508,5687
GM0034,Almere,DENK,4.921430959545303,5152
GM0034,Almere,SP,3.7961503558293934,3974
GM0034,Almere,FvD,3.331900463294646,3488
GM0034,Almere,BBB,2.599226250179109,2721
GM0034,Almere,PvdD,2.441610545923485,2556
GM0034,Almere,BIJ1,1.5188422410087403,1590
GM0034,Almere,ChristenUnie,1.4108993647609496,1477
GM0034,Almere,Volt,1.295314514973492,1356
GM0034,Almere,CDA,1.1520275111047429,1206
GM0034,Almere,50PLUS,0.8387065959784115,878
GM0034,Almere,JA21,0.6877776185699956,720
GM0034,Almere,BVNL,0.633328557099871,663
GM0034,Almere,SGP,0.32764961551320626,343
GM0034,Almere,Splinter,0.20060180541624875,210
GM0034,Almere,Piratenpartij - De Groenen,0.12036108324974926,126
GM0034,Almere,Nederland met een PLAN,0.11367435640254096,119
GM0034,Almere,LEF - Voor de Nieuwe Generatie,0.09456942255337442,99
GM0034,Almere,Samen voor Nederland,0.08119596885895783,85
GM0034,Almere,LP (Libertaire Partij),0.05827004823995797,61
GM0034,Almere,Politieke Partij voor Basisinkomen,0.03629937431341644,38
GM0484,Alphen aan den Rijn,PVV,23.12630442605254,16067
GM0484,Alphen aan den Rijn,VVD,18.92335372436128,13147
GM0484,Alphen aan den Rijn,PvdA/GL,12.417416336811804,8627
GM0484,Alphen aan den Rijn,NSC,12.233177401943143,8499
GM0484,Alphen aan den Rijn,D66,6.385030586541922,4436
GM0484,Alphen aan den Rijn,CDA,4.344008636200072,3018
GM0484,Alphen aan den Rijn,BBB,3.9352284994602376,2734
GM0484,Alphen aan den Rijn,SP,2.7448722562072687,1907
GM0484,Alphen aan den Rijn,ChristenUnie,2.63260165527168,1829
GM0484,Alphen aan den Rijn,SGP,2.550557754587981,1772
GM0484,Alphen aan den Rijn,FvD,2.272759985606333,1579
GM0484,Alphen aan den Rijn,DENK,2.256926952141058,1568
GM0484,Alphen aan den Rijn,PvdD,1.9935228499460236,1385
GM0484,Alphen aan den Rijn,Volt,1.4609571788413098,1015
GM0484,Alphen aan den Rijn,JA21,0.906801007556675,630
GM0484,Alphen aan den Rijn,50PLUS,0.577186038143217,401
GM0484,Alphen aan den Rijn,BVNL,0.4663548038862901,324
GM0484,Alphen aan den Rijn,BIJ1,0.25908600215905003,180
GM0484,Alphen aan den Rijn,Splinter,0.14105793450881612,98
GM0484,Alphen aan den Rijn,Piratenpartij - De Groenen,0.10363440086362,72
GM0484,Alphen aan den Rijn,PartijvdSport,0.05469593378913278,38
GM0484,Alphen aan den Rijn,LP (Libertaire Partij),0.05181720043181,36
GM0484,Alphen aan den Rijn,Nederland met een PLAN,0.05037783375314861,35
GM0484,Alphen aan den Rijn,LEF - Voor de Nieuwe Generatie,0.04893846707448722,34
GM0484,Alphen aan den Rijn,Samen voor Nederland,0.04605973371716445,32
GM0484,Alphen aan den Rijn,Politieke Partij voor Basisinkomen,0.01727240014393667,12
GM1723,Alphen-Chaam,PVV,24.215503653818597,1690
GM1723,Alphen-Chaam,VVD,23.65668433873048,1651
GM1723,Alphen-Chaam,NSC,11.735205616850552,819
GM1723,Alphen-Chaam,BBB,11.00444189711993,768
GM1723,Alphen-Chaam,PvdA/GL,8.826479438314944,616
GM1723,Alphen-Chaam,D66,5.54520704972059,387
GM1723,Alphen-Chaam,CDA,4.628170224960596,323
GM1723,Alphen-Chaam,SP,2.908726178535607,203
GM1723,Alphen-Chaam,FvD,1.6621292448774896,116
GM1723,Alphen-Chaam,PvdD,1.57615704255624,110
GM1723,Alphen-Chaam,Volt,1.103309929789368,77
GM1723,Alphen-Chaam,JA21,0.8597220232124947,60
GM1723,Alphen-Chaam,BVNL,0.7021063189568706,49
GM1723,Alphen-Chaam,50PLUS,0.6304628170224961,44
GM1723,Alphen-Chaam,ChristenUnie,0.2579166069637484,18
GM1723,Alphen-Chaam,DENK,0.2579166069637484,18
GM1723,Alphen-Chaam,BIJ1,0.1432870038687491,10
GM1723,Alphen-Chaam,Nederland met een PLAN,0.05731480154749964,4
GM1723,Alphen-Chaam,PartijvdSport,0.05731480154749964,4
GM1723,Alphen-Chaam,Splinter,0.05731480154749964,4
GM1723,Alphen-Chaam,Samen voor Nederland,0.04298610116062473,3
GM1723,Alphen-Chaam,SGP,0.04298610116062473,3
GM1723,Alphen-Chaam,Politieke Partij voor Basisinkomen,0.02865740077374982,2
GM1959,Altena,PVV,29.08631393879457,10588
GM1959,Altena,NSC,12.826218339651668,4669
GM1959,Altena,VVD,12.64490962035053,4603
GM1959,Altena,SGP,11.677929784077795,4251
GM1959,Altena,PvdA/GL,6.079336300203286,2213
GM1959,Altena,CDA,5.9145101917477065,2153
GM1959,Altena,ChristenUnie,5.51343332783913,2007
GM1959,Altena,BBB,4.845887588594033,1764
GM1959,Altena,D66,2.6811713642107575,976
GM1959,Altena,FvD,2.376243063567936,865
GM1959,Altena,SP,2.2004285478819847,801
GM1959,Altena,PvdD,1.1510356573814626,419
GM1959,Altena,JA21,0.785671116971595,286
GM1959,Altena,Volt,0.6565573320147244,239
GM1959,Altena,BVNL,0.5494203615185979,200
GM1959,Altena,50PLUS,0.43404208559969226,158
GM1959,Altena,DENK,0.25273336629855503,92
GM1959,Altena,BIJ1,0.07142464699741773,26
GM1959,Altena,Splinter,0.06318334157463876,23
GM1959,Altena,Piratenpartij - De Groenen,0.03845942530630185,14
GM1959,Altena,Samen voor Nederland,0.03571232349870886,13
GM1959,Altena,LEF - Voor de Nieuwe Generatie,0.03296522169111587,12
GM1959,Altena,PartijvdSport,0.03021811988352288,11
GM1959,Altena,LP (Libertaire Partij),0.02197681446074391,8
GM1959,Altena,Nederland met een PLAN,0.02197681446074391,8
GM1959,Altena,Politieke Partij voor Basisinkomen,0.00824130542277896,3
GM0060,Ameland,PVV,18.542238487343703,608
GM0060,Ameland,NSC,16.62092101250381,545
GM0060,Ameland,VVD,16.163464470875265,530
GM0060,Ameland,PvdA/GL,14.028667276608722,460
GM0060,Ameland,BBB,13.937175968283016,457
GM0060,Ameland,D66,5.458981396767307,179
GM0060,Ameland,CDA,5.062519060689234,166
GM0060,Ameland,SP,2.012808783165599,66
GM0060,Ameland,PvdD,1.799329063738945,59
GM0060,Ameland,ChristenUnie,1.5858493443122903,52
GM0060,Ameland,Volt,1.5858493443122903,52
GM0060,Ameland,FvD,1.1893870082342175,39
GM0060,Ameland,JA21,0.6709362610551998,22
GM0060,Ameland,BVNL,0.4269594388533089,14
GM0060,Ameland,50PLUS,0.39646233607807263,13
GM0060,Ameland,Piratenpartij - De Groenen,0.15248551387618176,5
GM0060,Ameland,Samen voor Nederland,0.09149130832570906,3
GM0060,Ameland,DENK,0.0609942055504727,2
GM0060,Ameland,Splinter,0.0609942055504727,2
GM0060,Ameland,SGP,0.0609942055504727,2
GM0060,Ameland,BIJ1,0.03049710277523635,1
GM0060,Ameland,LEF - Voor de Nieuwe Generatie,0.03049710277523635,1
GM0060,Ameland,Nederland met een PLAN,0.03049710277523635,1
GM0307,Amersfoort,PvdA/GL,21.704735376044567,21428
GM0307,Amersfoort,PVV,15.725500126614332,15525
GM0307,Amersfoort,VVD,15.24335274753102,15049
GM0307,Amersfoort,NSC,10.974930362116991,10835
GM0307,Amersfoort,D66,8.933907318308433,8820
GM0307,Amersfoort,DENK,4.256267409470752,4202
GM0307,Amersfoort,ChristenUnie,4.027348695872373,3976
GM0307,Amersfoort,CDA,3.1187642441124335,3079
GM0307,Amersfoort,PvdD,2.9759432767789313,2938
GM0307,Amersfoort,SP,2.912129653076728,2875
GM0307,Amersfoort,Volt,2.5555836920739425,2523
GM0307,Amersfoort,BBB,2.1190174727779185,2092
GM0307,Amersfoort,FvD,1.9083312230944545,1884
GM0307,Amersfoort,SGP,0.9683464168143832,956
GM0307,Amersfoort,JA21,0.6381362370220309,630
GM0307,Amersfoort,BVNL,0.4872119523930109,481
GM0307,Amersfoort,50PLUS,0.4588503418586984,453
GM0307,Amersfoort,BIJ1,0.4466953659154216,441
GM0307,Amersfoort,Splinter,0.14687262598126108,145
GM0307,Amersfoort,Piratenpartij - De Groenen,0.09116231957457584,90
GM0307,Amersfoort,LP (Libertaire Partij),0.08407191694099772,83
GM0307,Amersfoort,LEF - Voor de Nieuwe Generatie,0.06077487971638389,60
GM0307,Amersfoort,Nederland met een PLAN,0.05165864775892631,51
GM0307,Amersfoort,PartijvdSport,0.04760698911116738,47
GM0307,Amersfoort,Samen voor Nederland,0.04456824512534819,44
GM0307,Amersfoort,Politieke Partij voor Basisinkomen,0.01823246391491517,18
GM0362,Amstelveen,VVD,22.818673435603134,10338
GM0362,Amstelveen,PvdA/GL,20.69749475775301,9377
GM0362,Amstelveen,PVV,15.444211455689215,6997
GM0362,Amstelveen,NSC,10.89283743516168,4935
GM0362,Amstelveen,D66,9.692086966118527,4391
GM0362,Amstelveen,PvdD,2.748041055071184,1245
GM0362,Amstelveen,SP,2.7193466504800794,1232
GM0362,Amstelveen,Volt,2.551594746716698,1156
GM0362,Amstelveen,CDA,2.3154177243129896,1049
GM0362,Amstelveen,FvD,2.0593753448846708,933
GM0362,Amstelveen,DENK,1.9931574881359673,903
GM0362,Amstelveen,BBB,1.7900893941066107,811
GM0362,Amstelveen,ChristenUnie,1.0727292793289924,486
GM0362,Amstelveen,BIJ1,0.6732148769451495,305
GM0362,Amstelveen,JA21,0.6246551153294339,283
GM0362,Amstelveen,50PLUS,0.5231210683147555,237
GM0362,Amstelveen,BVNL,0.4723540448074164,214
GM0362,Amstelveen,SGP,0.2670786888864364,121
GM0362,Amstelveen,Splinter,0.1280211897141596,58
GM0362,Amstelveen,Nederland met een PLAN,0.11477761836441894,52
GM0362,Amstelveen,Piratenpartij - De Groenen,0.11036309458117206,50
GM0362,Amstelveen,PartijvdSport,0.08829047566493764,40
GM0362,Amstelveen,Samen voor Nederland,0.07725416620682043,35
GM0362,Amstelveen,LEF - Voor de Nieuwe Generatie,0.06842511864032667,31
GM0362,Amstelveen,LP (Libertaire Partij),0.05738880918220947,26
GM0363,Amsterdam,PvdA/GL,33.774939991768946,141976
GM0363,Amsterdam,VVD,11.77969307187428,49517
GM0363,Amsterdam,D66,9.853006596742308,41418
GM0363,Amsterdam,PVV,9.62748507823075,40470
GM0363,Amsterdam,DENK,7.519524977459743,31609
GM0363,Amsterdam,NSC,6.610302146498588,27787
GM0363,Amsterdam,PvdD,4.771873565214495,20059
GM0363,Amsterdam,Volt,3.821019652249625,16062
GM0363,Amsterdam,SP,3.1837072597470253,13383
GM0363,Amsterdam,BIJ1,2.3092166457718286,9707
GM0363,Amsterdam,FvD,2.0629985322069944,8672
GM0363,Amsterdam,BBB,0.9951018058373914,4183
GM0363,Amsterdam,ChristenUnie,0.9784493730359052,4113
GM0363,Amsterdam,CDA,0.884244181758925,3717
GM0363,Amsterdam,JA21,0.4129803334768614,1736
GM0363,Amsterdam,BVNL,0.34422957519643926,1447
GM0363,Amsterdam,50PLUS,0.2940343848948161,1236
GM0363,Amsterdam,Piratenpartij - De Groenen,0.18864827445112392,793
GM0363,Amsterdam,SGP,0.1253690298054758,527
GM0363,Amsterdam,Splinter,0.12394167842249126,521
GM0363,Amsterdam,LEF - Voor de Nieuwe Generatie,0.08492740728758039,357
GM0363,Amsterdam,Nederland met een PLAN,0.08135902883011902,342
GM0363,Amsterdam,LP (Libertaire Partij),0.06066243377684312,255
GM0363,Amsterdam,PartijvdSport,0.04638891994699769,195
GM0363,Amsterdam,Politieke Partij voor Basisinkomen,0.03544589267744951,149
GM0363,Amsterdam,Samen voor Nederland,0.0304501628370036,128
GM0200,Apeldoorn,PVV,22.353382419708247,22648
GM0200,Apeldoorn,VVD,15.662567362166644,15869
GM0200,Apeldoorn,NSC,14.195898063522767,14383
GM0200,Apeldoorn,PvdA/GL,14.146548490890067,14333
GM0200,Apeldoorn,D66,5.978207228725399,6057
GM0200,Apeldoorn,BBB,4.648729742000434,4710
GM0200,Apeldoorn,SGP,3.7041789218105374,3753
GM0200,Apeldoorn,CDA,3.270889674095422,3314
GM0200,Apeldoorn,ChristenUnie,3.139619810892438,3181
GM0200,Apeldoorn,SP,2.915572751139975,2954
GM0200,Apeldoorn,FvD,2.331273811168795,2362
GM0200,Apeldoorn,PvdD,2.1279535719220672,2156
GM0200,Apeldoorn,DENK,1.8999585463589883,1925
GM0200,Apeldoorn,Volt,1.3936319311474763,1412
GM0200,Apeldoorn,JA21,0.6543753331096153,663
GM0200,Apeldoorn,BVNL,0.5260664442645927,533
GM0200,Apeldoorn,50PLUS,0.5112615724747823,518
GM0200,Apeldoorn,BIJ1,0.16680155549852935,169
GM0200,Apeldoorn,Splinter,0.12238694012909848,124
GM0200,Apeldoorn,Nederland met een PLAN,0.07698533330701356,78
GM0200,Apeldoorn,Piratenpartij - De Groenen,0.05724550425393315,58
GM0200,Apeldoorn,Samen voor Nederland,0.05527152134862512,56
GM0200,Apeldoorn,LEF - Voor de Nieuwe Generatie,0.0345447008428907,35
GM0200,Apeldoorn,LP (Libertaire Partij),0.02664876922165854,27
GM0202,Arnhem,PvdA/GL,24.92426792325816,22215
GM0202,Arnhem,PVV,19.10580051610008,17029
GM0202,Arnhem,VVD,11.901716593739485,10608
GM0202,Arnhem,NSC,10.437563110063952,9303
GM0202,Arnhem,D66,8.223942555817345,7330
GM0202,Arnhem,DENK,4.361045663637383,3887
GM0202,Arnhem,PvdD,4.208459553461236,3751
GM0202,Arnhem,SP,3.726018175698418,3321
GM0202,Arnhem,Volt,2.5894760462246156,2308
GM0202,Arnhem,FvD,2.4985975541344105,2227
GM0202,Arnhem,BBB,1.8635700661954449,1661
GM0202,Arnhem,CDA,1.706496129249411,1521
GM0202,Arnhem,ChristenUnie,1.41029956243689,1257
GM0202,Arnhem,BIJ1,0.8874677437450915,791
GM0202,Arnhem,BVNL,0.4577583305284416,408
GM0202,Arnhem,JA21,0.4454168069112533,397
GM0202,Arnhem,50PLUS,0.3736115785930663,333
GM0202,Arnhem,SGP,0.29619656681252104,264
GM0202,Arnhem,Splinter,0.1570739369460339,140
GM0202,Arnhem,Piratenpartij - De Groenen,0.14361045663637384,128
GM0202,Arnhem,Nederland met een PLAN,0.10658588578480872,95
GM0202,Arnhem,LEF - Voor de Nieuwe Generatie,0.07853696847301694,70
GM0202,Arnhem,LP (Libertaire Partij),0.06282957477841355,56
GM0202,Arnhem,Samen voor Nederland,0.03365870077415012,30
GM0106,Assen,PVV,20.914740360623323,8885
GM0106,Assen,PvdA/GL,17.715738430394047,7526
GM0106,Assen,NSC,16.26335859893602,6909
GM0106,Assen,VVD,12.471164257803306,5298
GM0106,Assen,D66,5.632973965444188,2393
GM0106,Assen,ChristenUnie,5.157478461466033,2191
GM0106,Assen,BBB,4.479544277576386,1903
GM0106,Assen,SP,4.1499929381855845,1763
GM0106,Assen,CDA,3.187232239536745,1354
GM0106,Assen,FvD,2.28802787062756,972
GM0106,Assen,PvdD,2.118544324655148,900
GM0106,Assen,Volt,1.3817616873028575,587
GM0106,Assen,SGP,0.9980697707264252,424
GM0106,Assen,DENK,0.8591874205545879,365
GM0106,Assen,JA21,0.6285014829810273,267
GM0106,Assen,BVNL,0.55552940068735,236
GM0106,Assen,50PLUS,0.5249282048867755,223
GM0106,Assen,BIJ1,0.235393813850572,100
GM0106,Assen,Splinter,0.13182053575632033,56
GM0106,Assen,Samen voor Nederland,0.12475872134080317,53
GM0106,Assen,Piratenpartij - De Groenen,0.07767995857068877,33
GM0106,Assen,LEF - Voor de Nieuwe Generatie,0.05649451532413728,24
GM0106,Assen,LP (Libertaire Partij),0.0470787627701144,20
GM0743,Asten,PVV,26.553980370774266,2922
GM0743,Asten,VVD,19.929116684841873,2193
GM0743,Asten,NSC,14.830970556161397,1632
GM0743,Asten,BBB,9.233006179571063,1016
GM0743,Asten,PvdA/GL,8.578698655034533,944
GM0743,Asten,D66,5.170846964740095,569
GM0743,Asten,CDA,5.007270083605961,551
GM0743,Asten,SP,3.680479825517993,405
